x,y,headinng,sonar_ang,read,expected
59.0,66.0,0.0,42.0,72.0,59.0
59.0,66.0,0.0,41.0,70.0,59.0
59.0,66.0,0.0,40.0,65.0,59.0
59.0,66.0,0.0,39.0,70.0,59.00898742675781
59.0,66.0,0.0,38.0,71.0,59.03596115112305
59.0,66.0,0.0,37.0,68.0,59.08096694946289
59.0,66.0,0.0,36.0,70.0,59.144073486328125
59.0,66.0,0.0,35.0,67.0,59.225372314453125
59.0,66.0,0.0,34.0,61.0,59.324989318847656
59.0,66.0,0.0,33.0,70.0,59.44308090209961
59.0,66.0,0.0,32.0,67.0,59.57982635498047
59.0,66.0,0.0,31.0,67.0,59.735443115234375
59.0,66.0,0.0,30.0,60.0,59.91017150878906
59.0,66.0,0.0,29.0,69.0,60.104286193847656
59.0,66.0,0.0,28.0,59.0,60.318092346191406
59.0,66.0,0.0,27.0,68.0,60.55194091796875
59.0,66.0,0.0,26.0,65.0,60.80620193481445
59.0,66.0,0.0,25.0,71.0,61.081295013427734
59.0,66.0,0.0,24.0,61.0,61.37766647338867
59.0,66.0,0.0,23.0,68.0,61.69581604003906
59.0,66.0,0.0,22.0,67.0,62.03627014160156
59.0,66.0,0.0,21.0,59.0,62.399620056152344
59.0,66.0,0.0,20.0,65.0,62.7864875793457
59.0,66.0,0.0,19.0,61.0,63.19755554199219
59.0,66.0,0.0,18.0,62.0,63.633548736572266
59.0,66.0,0.0,17.0,62.0,64.09526062011719
59.0,66.0,0.0,16.0,67.0,64.58354187011719
59.0,66.0,0.0,15.0,64.0,65.09929656982422
59.0,66.0,0.0,14.0,64.0,65.64351654052734
59.0,66.0,0.0,13.0,66.0,66.0
59.0,66.0,0.0,12.0,65.0,66.0
59.0,66.0,0.0,11.0,68.0,66.0
59.0,66.0,0.0,10.0,76.0,66.0
59.0,66.0,0.0,9.0,68.0,66.0
59.0,66.0,0.0,8.0,69.0,66.0
59.0,66.0,0.0,7.0,69.0,66.0
59.0,66.0,0.0,6.0,61.0,66.0
59.0,66.0,0.0,5.0,71.0,66.0
59.0,66.0,0.0,4.0,65.0,66.0
59.0,66.0,0.0,3.0,68.0,66.0
59.0,66.0,0.0,2.0,61.0,66.0
59.0,66.0,0.0,1.0,65.0,66.0
59.0,66.0,0.0,-0.0,64.0,66.0
59.0,66.0,0.0,-1.0,65.0,66.0
59.0,66.0,0.0,-2.0,60.0,66.0
59.0,66.0,0.0,-3.0,70.0,66.0
59.0,66.0,0.0,-4.0,74.0,66.0
59.0,66.0,0.0,-5.0,62.0,66.0
59.0,66.0,0.0,-6.0,64.0,66.0
59.0,66.0,0.0,-7.0,60.0,66.0
59.0,66.0,0.0,-8.0,60.0,66.0
59.0,66.0,0.0,-9.0,70.0,66.0
59.0,66.0,0.0,-10.0,72.0,66.0
59.0,66.0,0.0,-11.0,65.0,66.0
59.0,66.0,0.0,-12.0,66.0,66.0
59.0,66.0,0.0,-13.0,66.0,66.0
59.0,66.0,0.0,-14.0,67.0,66.0
59.0,66.0,0.0,-15.0,66.0,66.0
59.0,66.0,0.0,-16.0,70.0,66.0
59.0,66.0,0.0,-17.0,67.0,66.0
59.0,66.0,0.0,-18.0,77.0,66.0
59.0,66.0,0.0,-19.0,64.0,66.0
59.0,66.0,0.0,-20.0,71.0,66.0
59.0,66.0,0.0,-21.0,67.0,66.0
59.0,66.0,0.0,-22.0,68.0,66.0
59.0,66.0,0.0,-23.0,58.0,66.0
59.0,66.0,0.0,-24.0,67.0,66.0
59.0,66.0,0.0,-25.0,70.0,66.0
59.0,66.0,0.0,-26.0,72.0,66.0
59.0,66.0,0.0,-27.0,75.0,66.0
59.0,66.0,0.0,-28.0,70.0,66.0
59.0,66.0,0.0,-29.0,66.0,66.0
59.0,66.0,0.0,-30.0,71.0,66.0
59.0,66.0,0.0,-31.0,71.0,66.0
59.0,66.0,0.0,-32.0,64.0,66.0
59.0,66.0,0.0,-33.0,65.0,66.0
59.0,66.0,0.0,-34.0,77.0,66.0
59.0,66.0,0.0,-35.0,71.0,66.0
59.0,66.0,0.0,-36.0,71.0,66.0
59.0,66.0,0.0,-37.0,75.0,66.0
59.0,66.0,0.0,-38.0,79.0,66.0
59.0,66.0,0.0,-39.0,76.0,66.0
59.0,66.0,0.0,-40.0,80.0,66.0
59.0,66.0,0.0,-41.0,72.0,66.0
59.0,66.0,0.0,-42.0,73.0,66.0
59.0,66.0,0.0,-43.0,78.0,66.0
59.0,66.0,0.0,-44.0,74.0,66.0
59.0,66.0,0.0,-45.0,73.0,66.0
59.0,66.0,0.0,-46.0,78.0,66.0
59.0,66.0,0.0,-47.0,82.0,66.0
59.0,66.0,0.0,-48.0,81.0,66.0
59.0,66.0,0.0,-49.0,79.0,66.0
59.0,66.0,0.0,-50.0,82.0,66.0
59.0,66.0,0.0,-51.0,82.0,66.01005554199219
59.0,66.0,0.0,-52.0,82.0,66.04022979736328
59.0,66.0,0.0,-53.0,88.0,66.090576171875
59.0,66.0,0.0,-54.0,91.0,66.16116333007812
59.0,66.0,0.0,-55.0,85.0,66.25210571289062
59.0,66.0,0.0,-56.0,87.0,66.3635482788086
59.0,66.0,0.0,-57.0,90.0,66.49565124511719
59.0,66.0,0.0,-58.0,95.0,66.64862060546875
59.0,66.0,0.0,-59.0,85.0,66.82270050048828
59.0,66.0,0.0,-60.0,88.0,67.01815795898438
59.0,66.0,0.0,-61.0,81.0,67.23530578613281
59.0,66.0,0.0,-62.0,80.0,67.47447967529297
59.0,66.0,0.0,-63.0,86.0,67.73606872558594
59.0,66.0,0.0,-64.0,82.0,68.02050018310547
59.0,66.0,0.0,-65.0,82.0,68.3282241821289
59.0,66.0,0.0,-66.0,78.0,68.65975952148438
59.0,66.0,0.0,-67.0,77.0,69.01565551757812
59.0,66.0,0.0,-68.0,75.0,69.3965072631836
59.0,66.0,0.0,-69.0,74.0,69.80296325683594
59.0,66.0,0.0,-70.0,79.0,70.20458221435547
59.0,66.0,0.0,-71.0,79.0,70.20458221435547
59.0,66.0,0.0,-72.0,72.0,70.20458221435547
59.0,66.0,0.0,-73.0,78.0,70.20458221435547
59.0,66.0,0.0,-74.0,75.0,70.20458221435547
59.0,66.0,0.0,-75.0,75.0,70.20458221435547
59.0,66.0,0.0,-76.0,74.0,70.20458221435547
59.0,66.0,0.0,-77.0,75.0,70.20458221435547
59.0,66.0,0.0,-78.0,73.0,70.20458221435547
59.0,66.0,0.0,-79.0,71.0,70.20458221435547
59.0,66.0,0.0,-80.0,71.0,70.20458221435547
59.0,66.0,0.0,-81.0,78.0,70.20458221435547
59.0,66.0,0.0,-82.0,74.0,70.20458221435547
59.0,66.0,0.0,-83.0,66.0,70.20458221435547
59.0,66.0,0.0,-84.0,71.0,70.20458221435547
59.0,66.0,0.0,-85.0,75.0,70.20458221435547
59.0,66.0,0.0,-86.0,74.0,70.20458221435547
59.0,66.0,0.0,-87.0,70.0,70.20458221435547
59.0,66.0,0.0,-88.0,72.0,70.20458221435547
59.0,66.0,0.0,-89.0,79.0,70.20458221435547
59.0,66.0,0.0,-90.0,70.0,70.20458221435547
